name,price,product_dimensions,description,sustainability_features,rating,number_of_reviews,product_page_url,product_id
"Case for iPad Pro 13-inch M4-(2024) - 7th Generation iPad Cases with Pencil Holder, Supports Pencil Pro, Slim and Clear Transparent Back Shell, Shock, Drop Protection Soft Silicon Bumper, (Black)",$16.99,,"Compatibility: only for 2024 iPad Pro 13-in. (M4); models: A2925, A2926, not compatible with any other iPad models. Perfect for Your Creative Needs: Designed for reading, drawing, photography, live streamingwith stands, and use with desktop stands, this case fully supports Pencil magnetic pairing/charging via recessed side groove, Pencil (USB-C), and Pencil Pro. lt features adedicated Apple Pencil storage slot to securely hold your Pencil without affecting charging Slim and Lightweight: The super-slim design ensures a snug fit and excellent grip without adding bulk, making it ideal for long reading sessions or sketching on the go. This iPad case weights only 5.1 ounces, compared to most cases with front covers that weigh around 11.4 ounces. Enjoy a comfortable experience with its lightweight design. Tough and Clear: The scratch-resistant acrylic back prevents bending and stays crystal clearfor longer, showcasing your tablet's true style while you work or present. Powerful Protection: Raised screen edge, Camera Guard, flexible polymer frame, and shock absorbin. Air Guard corners provide robust protection for both screen and body, ensuringyour device is safe during everyday use and reative endeavors. Please note: This is a Back Shell case, FRONT COVER is NOT included. This case is not compatible with Magic Keyboard or other Smart Keybord.","Recycled materials
Contains at least 95% recycled material.
As certified by
Recycled Claim Standard 100",4.3 out of 5 stars,100 ratings,https://www.amazon.com/-/zh/dp/B0CTQGKHB7/ref=sr_1_18?dib=eyJ2IjoiMSJ9.XF1eMdjIevTbrWRE2Was9OQ1FDeKBrMqTzBHUVBbkXPTXes38k7_u1lLjRH3YLaMdImNJrTGna3WXArLEkGo1yvIinhQhhGmG1cCU7v0pytKaOoTBFqmYokcda4WiZxbqF37CgH5sIkbV6omTy8J2YRwqaT420VT5oRL2GIPYuw.uem2WuP2chK1EXQ9A4bC34yYn25iipU3UxMa2EqTmBA&dib_tag=se&qid=1719040974&sr=8-18&srs=21411242011,B0CTQGKHB7
Amazon Essentials Men's Slim-Fit Stretch Golf Short,$33.99,,,"Recycled materials
This product has sustainability features recognized by trusted certifications.
As certified by
Global Recycled Standard   Recycled Claim Standard 100   Global Recycled Standard   Global Recycled Standard   OEKO-TEX STANDARD 100

Recycled materials
Contains at least 50% recycled material.
As certified by
Global Recycled Standard   Recycled Claim Standard 100   Global Recycled Standard   Global Recycled Standard   OEKO-TEX STANDARD 100",4.4 out of 5 stars,"8,832 ratings",https://www.amazon.com/-/zh/dp/B096YJB8FM/ref=sr_1_19?dib=eyJ2IjoiMSJ9.XF1eMdjIevTbrWRE2Was9OQ1FDeKBrMqTzBHUVBbkXPTXes38k7_u1lLjRH3YLaMdImNJrTGna3WXArLEkGo1yvIinhQhhGmG1cCU7v0pytKaOoTBFqmYokcda4WiZxbqF37CgH5sIkbV6omTy8J2YRwqaT420VT5oRL2GIPYuw.uem2WuP2chK1EXQ9A4bC34yYn25iipU3UxMa2EqTmBA&dib_tag=se&qid=1719040974&sr=8-19&srs=21411242011,B096YJB8FM
14K Gold Plated Sterling Silver Post Stud Earrings 3 Pairs Hypoallergenic Earrings Stud Bar Moon Star CZ Stud Earrings Tiny Stud Earrings Set | Cubic Zirconia Earrings Studs for Women,$9.99,,,"Recycled materials
This product has sustainability features recognized by trusted certifications.
As certified by
Recycled Claim Standard 100

Recycled materials
Contains at least 95% recycled material.
As certified by
Recycled Claim Standard 100",4.3 out of 5 stars,59 ratings,https://www.amazon.com/-/zh/dp/B0BZ7XRWY5/ref=sr_1_20?dib=eyJ2IjoiMSJ9.XF1eMdjIevTbrWRE2Was9OQ1FDeKBrMqTzBHUVBbkXPTXes38k7_u1lLjRH3YLaMdImNJrTGna3WXArLEkGo1yvIinhQhhGmG1cCU7v0pytKaOoTBFqmYokcda4WiZxbqF37CgH5sIkbV6omTy8J2YRwqaT420VT5oRL2GIPYuw.uem2WuP2chK1EXQ9A4bC34yYn25iipU3UxMa2EqTmBA&dib_tag=se&qid=1719040974&sr=8-20&srs=21411242011,B0BZ7XRWY5
Amazon Essentials Men's Classic-Fit Stretch Golf Short (Available in Big & Tall),$32.98,,,"Recycled materials
This product has sustainability features recognized by trusted certifications.
As certified by
Global Recycled Standard   Recycled Claim Standard 100   Global Recycled Standard   Global Recycled Standard   OEKO-TEX STANDARD 100

Recycled materials
Contains at least 50% recycled material.
As certified by
Global Recycled Standard   Recycled Claim Standard 100   Global Recycled Standard   Global Recycled Standard   OEKO-TEX STANDARD 100",4.4 out of 5 stars,"19,678 ratings",https://www.amazon.com/-/zh/dp/B096YL3H9N/ref=sr_1_21?dib=eyJ2IjoiMSJ9.0s3qasV8dXc1OgzYZTtIomDjnl1HJrd4sWivDiwg2t6_wln_ruwEpoAnyvdNdRY075R1qfPppcVFvdpXnZaQCQ.85A5eSOet9E2wYrNcNd9CTXEDKnEe01V-BeGaP3hl2Q&dib_tag=se&qid=1719041024&sr=8-21&srs=21411242011,B096YL3H9N
Amazon Essentials Men's Full-Zip Fleece Jacket (Available in Big & Tall),$45.98,,,"Recycled materials
This product has sustainability features recognized by trusted certifications.
As certified by
Recycled Claim Standard 100

Recycled materials
Contains at least 95% recycled material.
As certified by
Recycled Claim Standard 100",4.5 out of 5 stars,"13,325 ratings",https://www.amazon.com/-/zh/dp/B096YM16SV/ref=sr_1_17?dib=eyJ2IjoiMSJ9.XF1eMdjIevTbrWRE2Was9OQ1FDeKBrMqTzBHUVBbkXPTXes38k7_u1lLjRH3YLaMdImNJrTGna3WXArLEkGo1yvIinhQhhGmG1cCU7v0pytKaOoTBFqmYokcda4WiZxbqF37CgH5sIkbV6omTy8J2YRwqaT420VT5oRL2GIPYuw.uem2WuP2chK1EXQ9A4bC34yYn25iipU3UxMa2EqTmBA&dib_tag=se&qid=1719041024&sr=8-17&srs=21411242011,B096YM16SV
"Case for iPad Pro 13-inch M4-(2024) - 7th Generation iPad Cases with Pencil Holder, Supports Pencil Pro, Slim and Clear Transparent Back Shell, Shock, Drop Protection Soft Silicon Bumper, (Black)",$16.99,,"Compatibility: only for 2024 iPad Pro 13-in. (M4); models: A2925, A2926, not compatible with any other iPad models. Perfect for Your Creative Needs: Designed for reading, drawing, photography, live streamingwith stands, and use with desktop stands, this case fully supports Pencil magnetic pairing/charging via recessed side groove, Pencil (USB-C), and Pencil Pro. lt features adedicated Apple Pencil storage slot to securely hold your Pencil without affecting charging Slim and Lightweight: The super-slim design ensures a snug fit and excellent grip without adding bulk, making it ideal for long reading sessions or sketching on the go. This iPad case weights only 5.1 ounces, compared to most cases with front covers that weigh around 11.4 ounces. Enjoy a comfortable experience with its lightweight design. Tough and Clear: The scratch-resistant acrylic back prevents bending and stays crystal clearfor longer, showcasing your tablet's true style while you work or present. Powerful Protection: Raised screen edge, Camera Guard, flexible polymer frame, and shock absorbin. Air Guard corners provide robust protection for both screen and body, ensuringyour device is safe during everyday use and reative endeavors. Please note: This is a Back Shell case, FRONT COVER is NOT included. This case is not compatible with Magic Keyboard or other Smart Keybord.","Recycled materials
Contains at least 95% recycled material.
As certified by
Recycled Claim Standard 100",4.3 out of 5 stars,100 ratings,https://www.amazon.com/-/zh/dp/B0CTQGKHB7/ref=sr_1_18?dib=eyJ2IjoiMSJ9.XF1eMdjIevTbrWRE2Was9OQ1FDeKBrMqTzBHUVBbkXPTXes38k7_u1lLjRH3YLaMdImNJrTGna3WXArLEkGo1yvIinhQhhGmG1cCU7v0pytKaOoTBFqmYokcda4WiZxbqF37CgH5sIkbV6omTy8J2YRwqaT420VT5oRL2GIPYuw.uem2WuP2chK1EXQ9A4bC34yYn25iipU3UxMa2EqTmBA&dib_tag=se&qid=1719041024&sr=8-18&srs=21411242011,B0CTQGKHB7
Amazon Essentials Men's Slim-Fit Stretch Golf Short,$33.99,,,"Recycled materials
This product has sustainability features recognized by trusted certifications.
As certified by
Global Recycled Standard   Recycled Claim Standard 100   Global Recycled Standard   Global Recycled Standard   OEKO-TEX STANDARD 100

Recycled materials
Contains at least 50% recycled material.
As certified by
Global Recycled Standard   Recycled Claim Standard 100   Global Recycled Standard   Global Recycled Standard   OEKO-TEX STANDARD 100",4.4 out of 5 stars,"8,832 ratings",https://www.amazon.com/-/zh/dp/B096YJB8FM/ref=sr_1_19?dib=eyJ2IjoiMSJ9.XF1eMdjIevTbrWRE2Was9OQ1FDeKBrMqTzBHUVBbkXPTXes38k7_u1lLjRH3YLaMdImNJrTGna3WXArLEkGo1yvIinhQhhGmG1cCU7v0pytKaOoTBFqmYokcda4WiZxbqF37CgH5sIkbV6omTy8J2YRwqaT420VT5oRL2GIPYuw.uem2WuP2chK1EXQ9A4bC34yYn25iipU3UxMa2EqTmBA&dib_tag=se&qid=1719041024&sr=8-19&srs=21411242011,B096YJB8FM
14K Gold Plated Sterling Silver Post Stud Earrings 3 Pairs Hypoallergenic Earrings Stud Bar Moon Star CZ Stud Earrings Tiny Stud Earrings Set | Cubic Zirconia Earrings Studs for Women,$9.99,,,"Recycled materials
This product has sustainability features recognized by trusted certifications.
As certified by
Recycled Claim Standard 100

Recycled materials
Contains at least 95% recycled material.
As certified by
Recycled Claim Standard 100",4.3 out of 5 stars,59 ratings,https://www.amazon.com/-/zh/dp/B0BZ7XRWY5/ref=sr_1_20?dib=eyJ2IjoiMSJ9.XF1eMdjIevTbrWRE2Was9OQ1FDeKBrMqTzBHUVBbkXPTXes38k7_u1lLjRH3YLaMdImNJrTGna3WXArLEkGo1yvIinhQhhGmG1cCU7v0pytKaOoTBFqmYokcda4WiZxbqF37CgH5sIkbV6omTy8J2YRwqaT420VT5oRL2GIPYuw.uem2WuP2chK1EXQ9A4bC34yYn25iipU3UxMa2EqTmBA&dib_tag=se&qid=1719041024&sr=8-20&srs=21411242011,B0BZ7XRWY5
"Case for iPadPro 11-Inch M4-2024 - 5th Generation iPad Cases with Clear Bumper, Supports Pencil Pro, Ultra-Thin and Lightweight, Slim Transparent Hard Back, Shock & Drop Protection, (Clear)",$14.99,,"Perfect Compatibility: Designed specifically for iPad Pro 11"" (5th Gen, 2024); models: A2836, A2837, not compatible with any other iPad models Slim and Lightweight: Perfect for long reading sessions, sketching on the go, or using with a desktop stand, this super-slim back case offers a snug fit and excellent grip without adding bulk. Crystal-Clear Design: Ideal for photography and live streaming, the crystal-clear, yellowing-resistant back showcases your iPad Proâs original look, keeping the exquisite logo visible and maintaining a stylish appearance. Hybrid Protection: This case combines a hard back, flexible TPU frame, and shock-absorbing corners to protect against daily scratches and shocks. Raised edges add extra protection for the screen and camera. Pencil Pro Compatibility: Fully supports Pencil Pro's magnetic pairing and charging, as well as Pencil (USB-C), with a thin side panel design. The dedicated slot ensures your accessories are secure and ready to use. Precise Cutouts: Perfectly aligned cutouts provide easy access to the speaker, camera, and charging port. Easy-to-press buttons protect the power and volume controls from daily wear, making it practical for everyday use.","Recycled materials
Contains at least 95% recycled material.
As certified by
Recycled Claim Standard 100",4.6 out of 5 stars,12 ratings,https://www.amazon.com/-/zh/dp/B0CXXRJDJS/ref=sr_1_21?dib=eyJ2IjoiMSJ9.XF1eMdjIevTbrWRE2Was9OQ1FDeKBrMqTzBHUVBbkXPTXes38k7_u1lLjRH3YLaMdImNJrTGna3WXArLEkGo1yvIinhQhhGmG1cCU7v0pytKaOoTBFqmYokcda4WiZxbqF37CgH5sIkbV6omTy8J2YRwqaT420VT5oRL2GIPYuw.uem2WuP2chK1EXQ9A4bC34yYn25iipU3UxMa2EqTmBA&dib_tag=se&qid=1719041024&sr=8-21&srs=21411242011,B0CXXRJDJS
"MATEPROX Magnetic Design for Samsung Galaxy S24 Plus Case, Stylish Slim an-ti Yellow Translucent Matte Shockproof Protective Cover for S 24+ 6.7'' 2024-Titanium Gray",$16.99,,"â?This MATEPROX Case is specifically designed for the Samsung Galaxy S24 Plus 5G (2024release) 6.7 inch. With precise cutouts for charging ports and flexible tactile buttons, this armor mobile phone cover fits your device perfectly. â?Built-in magnets, automatically aligned with the magnetic charger safely. Support wireless charging and Qi-certified wireless charging. â?Upgraded material makes the translucent back of the case can effectively prevent the phone case from turning yellow and make it soft in touch. Metallic camera frames and buttons make the phone more stylish. â?With a 2.5mm raised bevel on the camera lens and 2mm on the screen, MATEPROX cell phone case offers extra protection against collisions from iPhone lenses and screen scratches. We also include a phone tempered film to protect your mobile phone. â?MATEPROX will provide olifetime free replacement service. If you encounter any problem, such as wrong size, color incorrect, shipping problem, wear and tear, getting dirty ect.. Please feel free to contact us at any time.","Recycled materials
Contains at least 95% recycled material.
As certified by
Recycled Claim Standard 100",4.4 out of 5 stars,96 ratings,https://www.amazon.com/-/zh/dp/B0CQYGC14P/ref=sr_1_23?dib=eyJ2IjoiMSJ9.XF1eMdjIevTbrWRE2Was9OQ1FDeKBrMqTzBHUVBbkXPTXes38k7_u1lLjRH3YLaMdImNJrTGna3WXArLEkGo1yvIinhQhhGmG1cCU7v0pytKaOoTBFqmYokcda4WiZxbqF37CgH5sIkbV6omTy8J2YRwqaT420VT5oRL2GIPYuw.uem2WuP2chK1EXQ9A4bC34yYn25iipU3UxMa2EqTmBA&dib_tag=se&qid=1719041024&sr=8-23&srs=21411242011,B0CQYGC14P
Amazon Essentials Unisex Kids and Toddlers' Recycled Polyester Puffer Vest (Previously Amazon Aware),$33.98,,,"Recycled materials
This product has sustainability features recognized by trusted certifications.
As certified by
Recycled Claim Standard 100

Recycled materials
Contains at least 95% recycled material.
As certified by
Recycled Claim Standard 100",4.6 out of 5 stars,41 ratings,https://www.amazon.com/-/zh/dp/B0BGGKGNX2/ref=sr_1_24?dib=eyJ2IjoiMSJ9.XF1eMdjIevTbrWRE2Was9OQ1FDeKBrMqTzBHUVBbkXPTXes38k7_u1lLjRH3YLaMdImNJrTGna3WXArLEkGo1yvIinhQhhGmG1cCU7v0pytKaOoTBFqmYokcda4WiZxbqF37CgH5sIkbV6omTy8J2YRwqaT420VT5oRL2GIPYuw.uem2WuP2chK1EXQ9A4bC34yYn25iipU3UxMa2EqTmBA&dib_tag=se&qid=1719041024&sr=8-24&srs=21411242011,B0BGGKGNX2
"Plus Size Ankle Bracelets for Women Large Ankle, 14K Gold Filled Dainty Layered Cuban Paperclip Link Chain Anklets for Women Extra Large Anklet Gold Jewelry Set",$19.98,,,"Recycled materials
This product has sustainability features recognized by trusted certifications.
As certified by
Recycled Claim Standard 100

Recycled materials
Contains at least 95% recycled material.
As certified by
Recycled Claim Standard 100",3.7 out of 5 stars,5 ratings,https://www.amazon.com/-/zh/dp/B0CCV67C8W/ref=sr_1_25?dib=eyJ2IjoiMSJ9.XF1eMdjIevTbrWRE2Was9OQ1FDeKBrMqTzBHUVBbkXPTXes38k7_u1lLjRH3YLaMdImNJrTGna3WXArLEkGo1yvIinhQhhGmG1cCU7v0pytKaOoTBFqmYokcda4WiZxbqF37CgH5sIkbV6omTy8J2YRwqaT420VT5oRL2GIPYuw.uem2WuP2chK1EXQ9A4bC34yYn25iipU3UxMa2EqTmBA&dib_tag=se&qid=1719041024&sr=8-25&srs=21411242011,B0CCV67C8W
"Case for 2024 iPad Pro 13-Inch M4-7th Generation iPad Cases with Pencil Holder, Supports Pencil Pro, Slim and Clear Transparent Back Shell, Shock, Drop Protection Soft Silicon Bumper (Blue)",$17.99,,"Compatibility: only for 2024 iPad Pro 13-in. (M4); models: A2925, A2926, not compatible with any other iPad models. Perfect for Your Creative Needs: Designed for reading, drawing, photography, live streamingwith stands, and use with desktop stands, this case fully supports Pencil magnetic pairing/charging via recessed side groove, Pencil (USB-C), and Pencil Pro. lt features adedicated Apple Pencil storage slot to securely hold your Pencil without affecting charging Slim and Lightweight: The super-slim design ensures a snug fit and excellent grip without adding bulk, making it ideal for long reading sessions or sketching on the go. This iPad case weights only 5.1 ounces, compared to most cases with front covers that weigh around 11.4 ounces. Enjoy a comfortable experience with its lightweight design. Tough and Clear: The scratch-resistant acrylic back prevents bending and stays crystal clearfor longer, showcasing your tablet's true style while you work or present. Powerful Protection: Raised screen edge, Camera Guard, flexible polymer frame, and shock absorbin. Air Guard corners provide robust protection for both screen and body, ensuringyour device is safe during everyday use and reative endeavors. Please note: This is a Back Shell case, FRONT COVER is NOT included. This case is not compatible with Magic Keyboard or other Smart Keybord.","Recycled materials
Contains at least 95% recycled material.
As certified by
Recycled Claim Standard 100",3.9 out of 5 stars,21 ratings,https://www.amazon.com/-/zh/dp/B0CXPRZYPQ/ref=sr_1_26?dib=eyJ2IjoiMSJ9.XF1eMdjIevTbrWRE2Was9OQ1FDeKBrMqTzBHUVBbkXPTXes38k7_u1lLjRH3YLaMdImNJrTGna3WXArLEkGo1yvIinhQhhGmG1cCU7v0pytKaOoTBFqmYokcda4WiZxbqF37CgH5sIkbV6omTy8J2YRwqaT420VT5oRL2GIPYuw.uem2WuP2chK1EXQ9A4bC34yYn25iipU3UxMa2EqTmBA&dib_tag=se&qid=1719041024&sr=8-26&srs=21411242011,B0CXPRZYPQ
Gold Ankle Bracelets Set for Women 14K Gold Plated Paperclip Herringbone Snake Chunky Cuban Link Chain Anklets Waterproof Layered Anklet Gold Jewelry Gift,$15.98,,,"Recycled materials
This product has sustainability features recognized by trusted certifications.
As certified by
Recycled Claim Standard 100

Recycled materials
Contains at least 95% recycled material.
As certified by
Recycled Claim Standard 100",4.5 out of 5 stars,104 ratings,https://www.amazon.com/-/zh/dp/B0C1ZM8HSL/ref=sr_1_27?dib=eyJ2IjoiMSJ9.XF1eMdjIevTbrWRE2Was9OQ1FDeKBrMqTzBHUVBbkXPTXes38k7_u1lLjRH3YLaMdImNJrTGna3WXArLEkGo1yvIinhQhhGmG1cCU7v0pytKaOoTBFqmYokcda4WiZxbqF37CgH5sIkbV6omTy8J2YRwqaT420VT5oRL2GIPYuw.uem2WuP2chK1EXQ9A4bC34yYn25iipU3UxMa2EqTmBA&dib_tag=se&qid=1719041024&sr=8-27&srs=21411242011,B0C1ZM8HSL
"7pc Gold Bracelets for Women, 14K Real Gold Dainty Layered Cuban Link Paperclip Chain Herribone Bracelets Cute Stackable Gold Chain Bracelet Set for Women Trendy Jewelry Gifts",$13.98,,,"Recycled materials
This product has sustainability features recognized by trusted certifications.
As certified by
Recycled Claim Standard 100

Recycled materials
Contains at least 95% recycled material.
As certified by
Recycled Claim Standard 100",4.4 out of 5 stars,129 ratings,https://www.amazon.com/-/zh/dp/B0C9MH6SRS/ref=sr_1_33?dib=eyJ2IjoiMSJ9.IxZ6tIzLDpqirUXTfHYPtZ2r_6N2tqxhVU4LHufyt8YsTIitR73jtM9zk3-IRJcmRQv9RkTIOkQ6jPXiQLt5fA.EFeHDrLldsWImBE0IW7lpPb_CUlB9Jyth5R9M0Aa5Wc&dib_tag=se&qid=1719041065&sr=8-33&srs=21411242011,B0C9MH6SRS
Amazon Essentials Men's Regular-Fit Quick-Dry Golf Polo Shirt - Discontinued Colors,$19.99,,,"Recycled materials
This product has sustainability features recognized by trusted certifications.
As certified by
Recycled Claim Standard 100   OEKO-TEX STANDARD 100

Recycled materials
Contains at least 95% recycled material.
As certified by
Recycled Claim Standard 100   OEKO-TEX STANDARD 100",4.4 out of 5 stars,"37,112 ratings",https://www.amazon.com/-/zh/dp/B09LDN8YD8/ref=sr_1_34?dib=eyJ2IjoiMSJ9.IxZ6tIzLDpqirUXTfHYPtZ2r_6N2tqxhVU4LHufyt8YsTIitR73jtM9zk3-IRJcmRQv9RkTIOkQ6jPXiQLt5fA.EFeHDrLldsWImBE0IW7lpPb_CUlB9Jyth5R9M0Aa5Wc&dib_tag=se&qid=1719041065&sr=8-34&srs=21411242011,B09LDN8YD8
"Case for iPad mini 6th-Generation Clear - 8.3 inch 2021 iPad Cases, Supports Pencil 2, Ultra-Thin and Lightweight, Slim Transparent Hard Back Cover, Shockproof Protection, (Clear)",$11.99,,"Slim and Lightweight: super-slim back case provides a snug fit and excellent grip Stay Original: crystal-clear, yellowing-resistant back shows off your deviceâs original look Hybrid Protection: protect your tablet with a hard back, flexible frame, shock-absorbing corners, and raised edges Pencil 2 Compatible: supports the Pencil 3âs magnetic pairing and charging with a thin side panel design Compatibility: only compatible with iPad mini 6 (8.3 inch) (2021); models A2567 and A2569","Recycled materials
Contains at least 95% recycled material.
As certified by
Recycled Claim Standard 100",4.4 out of 5 stars,40 ratings,https://www.amazon.com/-/zh/dp/B0CJRMT9S8/ref=sr_1_35?dib=eyJ2IjoiMSJ9.IxZ6tIzLDpqirUXTfHYPtZ2r_6N2tqxhVU4LHufyt8YsTIitR73jtM9zk3-IRJcmRQv9RkTIOkQ6jPXiQLt5fA.EFeHDrLldsWImBE0IW7lpPb_CUlB9Jyth5R9M0Aa5Wc&dib_tag=se&qid=1719041065&sr=8-35&srs=21411242011,B0CJRMT9S8
"Small Chunky Gold Hoop Earrings Set for Women,14K Real Gold Filled Hoop Earrings for Women Trendy,Dainty Hypoallergenic Lightweight Thick Huggie Earrings Jewelry for Women",$15.98,,,"Recycled materials
This product has sustainability features recognized by trusted certifications.
As certified by
Recycled Claim Standard 100

Recycled materials
Contains at least 95% recycled material.
As certified by
Recycled Claim Standard 100",4.2 out of 5 stars,15 ratings,https://www.amazon.com/-/zh/dp/B0CJ95TXCL/ref=sr_1_36?dib=eyJ2IjoiMSJ9.IxZ6tIzLDpqirUXTfHYPtZ2r_6N2tqxhVU4LHufyt8YsTIitR73jtM9zk3-IRJcmRQv9RkTIOkQ6jPXiQLt5fA.EFeHDrLldsWImBE0IW7lpPb_CUlB9Jyth5R9M0Aa5Wc&dib_tag=se&qid=1719041065&sr=8-36&srs=21411242011,B0CJ95TXCL
"Small Chunky Gold Hoop Earrings Set for Women,14K Real Gold Filled Hoop Earrings for Women Trendy,Dainty Hypoallergenic Lightweight Thick Huggie Earrings Jewelry for Women",$15.98,,,"Recycled materials
This product has sustainability features recognized by trusted certifications.
As certified by
Recycled Claim Standard 100

Recycled materials
Contains at least 95% recycled material.
As certified by
Recycled Claim Standard 100",4.2 out of 5 stars,15 ratings,https://www.amazon.com/-/zh/dp/B0CJ95TXCL/ref=sr_1_36?dib=eyJ2IjoiMSJ9.IxZ6tIzLDpqirUXTfHYPtZ2r_6N2tqxhVU4LHufyt8YsTIitR73jtM9zk3-IRJcmRQv9RkTIOkQ6jPXiQLt5fA.EFeHDrLldsWImBE0IW7lpPb_CUlB9Jyth5R9M0Aa5Wc&dib_tag=se&qid=1719041065&sr=8-36&srs=21411242011,B0CJ95TXCL
"Case for 2024 iPadPro 11-Inch M4 - iPad Pro 5th Generation Cases with Pencil Holder, Supports Pencil Pro, Slim Clear Transparent Back Shell, Shock, Drop Protection Soft Silicon Bumper, (Blue)",$17.99,,"Compatibility: only for iPad Pro 11"" (5th Gen, 2024); models: A2836, A2837, not compatible with any other iPad models Perfect for Your Creative Needs: Designed for reading, drawing, photography, live streamingwith stands, and use with desktop stands, this case fully supports Pencil magnetic pairing/charging via recessed side groove, Pencil (USB-C), and Pencil Pro. lt features adedicated Apple Pencil storage slot to securely hold your Pencil without affecting charging Slim and Lightweight: The super-slim design ensures a snug fit and excellent grip without adding bulk, making it ideal for long reading sessions or sketching on the go. This iPad case weights only 5.1 ounces, compared to most cases with front covers that weigh around 11.4 ounces. Enjoy a comfortable experience with its lightweight design. Tough and Clear: The scratch-resistant acrylic back prevents bending and stays crystal clearfor longer, showcasing your tablet's true style while you work or present. Powerful Protection: Raised screen edge, Camera Guard, flexible polymer frame, and shock absorbin. Air Guard corners provide robust protection for both screen and body, ensuringyour device is safe during everyday use and reative endeavors. Please note: This is a Back Shell case, FRONT COVER is NOT included. This case is not compatible with Magic Keyboard or other Smart Keybord.","Recycled materials
Contains at least 95% recycled material.
As certified by
Recycled Claim Standard 100",4.2 out of 5 stars,3 ratings,https://www.amazon.com/-/zh/dp/B0CXP9SRP1/ref=sr_1_33?dib=eyJ2IjoiMSJ9.I09caVW14yI8WuuMdrjIggKVr8gQqRiTk7bHeLj6B7IFl5YkyyHZChhvp-DkL4G2xUSV3feGMHU7perAeoKInDjr0Xo7FtqwI1COMuTZnzA4UePfvRzMDdNCZfUajPeWPQbi8GePkNE7RheLK89K7PMCne0uCqp53xHQOo3kcyg.NOfs4NokuD8_N5qd9t-0CGZ383u-xgnIvpAM5k2aTXg&dib_tag=se&qid=1719041065&sr=8-33&srs=21411242011,B0CXP9SRP1
"Silver Bracelets for Women, Dainty 14K Silver Bracelets for Women Trendy, Waterproof Silver Bracelet Set Stackable Simple Jewelry for Women Minimalist Cute Small Thin Bracelet Pack for Women Teen Girls Gift",$13.98,,,"Recycled materials
This product has sustainability features recognized by trusted certifications.
As certified by
Recycled Claim Standard 100

Recycled materials
Contains at least 95% recycled material.
As certified by
Recycled Claim Standard 100",4.4 out of 5 stars,46 ratings,https://www.amazon.com/-/zh/dp/B0CHFQK3YC/ref=sr_1_34?dib=eyJ2IjoiMSJ9.I09caVW14yI8WuuMdrjIggKVr8gQqRiTk7bHeLj6B7IFl5YkyyHZChhvp-DkL4G2xUSV3feGMHU7perAeoKInDjr0Xo7FtqwI1COMuTZnzA4UePfvRzMDdNCZfUajPeWPQbi8GePkNE7RheLK89K7PMCne0uCqp53xHQOo3kcyg.NOfs4NokuD8_N5qd9t-0CGZ383u-xgnIvpAM5k2aTXg&dib_tag=se&qid=1719041065&sr=8-34&srs=21411242011,B0CHFQK3YC
"DWCN Blackout Curtains â?Thermal Insulated, Energy Saving & Noise Reducing Bedroom and Living Room Curtains, Black, W 42x L 63 Inch, Set of 2 Rod Pocket Curtain Panels",$13.46,,"[Polyester Material] Made of high-quality durable 100% polyester fabric, our blackout curtains are super smooth and soft. Two blackout curtain panels will be included in the bundle. Each panel is 42 inches wide by 63 inches length [Light Blocking Capabilities] These curtains impede 90%-99% light and UV ray (darker colors better). The curtains are made using a triple weave innovative production method and helps maximizing privacy as well. The benefit of these product is that you get a real dark environment, bringing you a good night's sleep during the day [Thermally Insulating] By insulating against the heat of summer and the chill of winter, these thermal insulated curtains reduce energy losses. This will help you help save on energy bills as well as having a comfortable space. Our room curtain panel is also thick enough to absorb some noise, making it suitable for individuals who live near busy streets [Unique Design] These curtains also add elegance and feel of luxury to your window. Make you room unique looking with these curtains. It will also fit most of the rods for easy hanging [Easy Care] Our curtain is machine washable in cold water. Please do not use any bleach and use single wash cycle. Should be ironed at low temperature if needed","Recycled materials
Contains at least 95% recycled material.
As certified by
Recycled Claim Standard 100",4.5 out of 5 stars,"12,308 ratings",https://www.amazon.com/-/zh/dp/B07H2WPR7R/ref=sr_1_35?dib=eyJ2IjoiMSJ9.I09caVW14yI8WuuMdrjIggKVr8gQqRiTk7bHeLj6B7IFl5YkyyHZChhvp-DkL4G2xUSV3feGMHU7perAeoKInDjr0Xo7FtqwI1COMuTZnzA4UePfvRzMDdNCZfUajPeWPQbi8GePkNE7RheLK89K7PMCne0uCqp53xHQOo3kcyg.NOfs4NokuD8_N5qd9t-0CGZ383u-xgnIvpAM5k2aTXg&dib_tag=se&qid=1719041065&sr=8-35&srs=21411242011,B07H2WPR7R
