name,price,product_dimensions,description,sustainability_features,rating,number_of_reviews,product_page_url
"HP LaserJet Pro MFP M428fdw Wireless Monochrome All-in-One Printer with built-in Ethernet & 2-sided printing, works with Alexa (W1A30A)",$799.00 ,"12.72""D x 16.54""W x 15.35""H","Built to keep your business moving forward â€?Print, scan, copy and fax consistently high-quality documents with the HP LaserJet Pro Multifunction M428fdw, A wireless printer designed to let you focus on growing your business HP WOLF PRO SECURITY â€?Protect company data and safeguard against cyberattacks with protection built into the printer hardware, firmware and OS Automate complicated workflows - help save time by automating steps in a complicated workflow, and apply your saved settings at a touch of a button via the customizable control panel Print with or without a network â€?use Built-in Wi-Fi Direct to connect your smartphone directly to your wireless laser printer for easy mobile printing, even without a local network connection Speed through tasks â€?stay productive with single-pass, 2-sided scanning, 50-sheet auto document feeder, 250-sheet input tray, and Print speeds of up to 40 pages a minute from this multifunction Laser printer Enhanced energy efficiency â€?designed with the environment in mind, HP LaserJet Pro MFP M428fdw saves up to 22% energy over prior products, with technologies that help reduce paper waste Toner Cartridges you can trust â€?avoid reprints, wasted Supplies, and service calls by using original HP 58a/58x toner cartridges designed for your Multifunction Laser printer","Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel   EPEAT",4.0 out of 5 stars,"1,693 ratings",https://www.amazon.com/-/zh/dp/B07RRFFMNN/ref=sr_1_11?dib=eyJ2IjoiMSJ9.b7X32bu5W22kxujoieXOrQ8NfOEvQDzNh2hjGGZDj6TJ1H3AOSANvObgmwdDbNtrw0rDyl0FBBcdfjee-GSXVrKQ69whnauf2O3n7jDLV1jKKjwE_1NpVeVaBYlo_upVxcd9UMpn5W61kE-byqPzhFLOl1wQwam0OeKgudj19miCZkyoHGQSvlhq56ja-axpc7-nH7sMb9G1_39DLA9x4JKGLOEwmQR6Vvwmk5hmGZI.nqph-1Fn6Cl3TUed86zwF_Y0usvBR53JwbIxEWkyr_E&dib_tag=se&qid=1719037827&sr=8-11&srs=24229290011
Brother Hl-L5000D Business Laser Printer Duplex,$279.98 ,"17.8""D x 19.2""W x 14.8""H","Design that delivers High availability, scalability, and for maximum flexibility and price/performance Easy to install The country of Origin is Viet name","Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel   The Nordic Swan Ecolabel   EPEAT   The Nordic Swan Ecolabel",4.3 out of 5 stars,130 ratings,https://www.amazon.com/-/zh/dp/B01BHSL980/ref=sr_1_12?dib=eyJ2IjoiMSJ9.b7X32bu5W22kxujoieXOrQ8NfOEvQDzNh2hjGGZDj6TJ1H3AOSANvObgmwdDbNtrw0rDyl0FBBcdfjee-GSXVrKQ69whnauf2O3n7jDLV1jKKjwE_1NpVeVaBYlo_upVxcd9UMpn5W61kE-byqPzhFLOl1wQwam0OeKgudj19miCZkyoHGQSvlhq56ja-axpc7-nH7sMb9G1_39DLA9x4JKGLOEwmQR6Vvwmk5hmGZI.nqph-1Fn6Cl3TUed86zwF_Y0usvBR53JwbIxEWkyr_E&dib_tag=se&qid=1719037827&sr=8-12&srs=24229290011
"Kyocera ECOSYS M2640idw All-in-One Monochrome Laser Printer (Print/Copy/Scan/Fax), 42 ppm, Up To Fine 1200 dpi, Gigabit Ethernet Wireless & Wi-Fi Direct, HyPAS capable, 4.3in Touchscreen Panel, 512 MB",$735.00 ,"16.2""D x 18.7""W x 17.2""H","Black and White Business Output up to 42 Pages per Minute Standard 50 Sheet Dual Scan Document Processor HyPAS Capable to Run Kyocera Business Applications; KYOCERA Mobile Print, Apple AirPrint, Google Cloud Print and Mopria Printer can be configured up to 2 paper feeders Maximum Monthly Duty Cycle: 50,000 Pages per Month","Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",4.0 out of 5 stars,27 ratings,https://www.amazon.com/-/zh/dp/B01N8PDBUZ/ref=sr_1_13?dib=eyJ2IjoiMSJ9.b7X32bu5W22kxujoieXOrQ8NfOEvQDzNh2hjGGZDj6TJ1H3AOSANvObgmwdDbNtrw0rDyl0FBBcdfjee-GSXVrKQ69whnauf2O3n7jDLV1jKKjwE_1NpVeVaBYlo_upVxcd9UMpn5W61kE-byqPzhFLOl1wQwam0OeKgudj19miCZkyoHGQSvlhq56ja-axpc7-nH7sMb9G1_39DLA9x4JKGLOEwmQR6Vvwmk5hmGZI.nqph-1Fn6Cl3TUed86zwF_Y0usvBR53JwbIxEWkyr_E&dib_tag=se&qid=1719037827&sr=8-13&srs=24229290011
"KYOCERA ECOSYS M5526cdw All-in-One Color Laser Printer (Print/Copy/Scan/Fax), 27 ppm, Up to Fine 1200 dpi, Gigabit Ethernet, Wireless & Wi-Fi Direct, Standard Duplex, 4.3in Touchscreen Panel, 512 MB",$765.00 ,"16.9""D x 16.4""W x 19.5""H","SPEED: Fast Output Speed at up to 27 Pages per Minute in Black and Color ALL-IN-ONE: Standard Color Print, Copy, Scan and Black and White Fax RESOLUTION: Up to 1200 x 1200 dpi FEATURES: Standard Wireless and Wi-Fi Direct. Standard Duplex. Standard 50-sheet Dual Scan Document Processor for Quick Scanning of 2-sided Originals MOBILE PRINTING: Apple AirPrint, Google Cloud Print, KYOCERA Mobile Print, Mopria","Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",4.0 out of 5 stars,815 ratings,https://www.amazon.com/-/zh/dp/B01M7Y6TWG/ref=sr_1_14?dib=eyJ2IjoiMSJ9.b7X32bu5W22kxujoieXOrQ8NfOEvQDzNh2hjGGZDj6TJ1H3AOSANvObgmwdDbNtrw0rDyl0FBBcdfjee-GSXVrKQ69whnauf2O3n7jDLV1jKKjwE_1NpVeVaBYlo_upVxcd9UMpn5W61kE-byqPzhFLOl1wQwam0OeKgudj19miCZkyoHGQSvlhq56ja-axpc7-nH7sMb9G1_39DLA9x4JKGLOEwmQR6Vvwmk5hmGZI.nqph-1Fn6Cl3TUed86zwF_Y0usvBR53JwbIxEWkyr_E&dib_tag=se&qid=1719037827&sr=8-14&srs=24229290011
Think! Women's Mules,$69.95 ,,,"Manufacturing practices
This product has sustainability features recognized by trusted certifications.
As certified by
Blue Angel

Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",4.4 out of 5 stars,140 ratings,https://www.amazon.com/-/zh/dp/B00J00RF1I/ref=sr_1_15?dib=eyJ2IjoiMSJ9.b7X32bu5W22kxujoieXOrQ8NfOEvQDzNh2hjGGZDj6TJ1H3AOSANvObgmwdDbNtrw0rDyl0FBBcdfjee-GSXVrKQ69whnauf2O3n7jDLV1jKKjwE_1NpVeVaBYlo_upVxcd9UMpn5W61kE-byqPzhFLOl1wQwam0OeKgudj19miCZkyoHGQSvlhq56ja-axpc7-nH7sMb9G1_39DLA9x4JKGLOEwmQR6Vvwmk5hmGZI.nqph-1Fn6Cl3TUed86zwF_Y0usvBR53JwbIxEWkyr_E&dib_tag=se&qid=1719037827&sr=8-15&srs=24229290011
Schneider Reco 131886 Recycled Plastic Ballpoint Pen Awarded with The Blue Angel - Assorted Ink - Pack of 6,$12.24 ,,"The first pen to be awarded the world's most famous ""Blue Angel"" eco-label. Particularly environmentally friendly and resource-saving production. Housing made from 92% recycled plastic The streamlined dynamic design combined with its matte shimmering surface provides a simple yet elegant appearance of the pen The Reco is equipped with a replaceable Eco 725 M large-capacity refill (housing also made of recycled plastic). Pleasantly light and steady paste flow for a clean typeface Refillable with different lead formats thanks to the clever plug and play system Box contents: 6x Schneider Reco retractable ballpoint pens (2x white, 2x blue, 2x black), ink colour: blue, line width M = medium, indelible according to ISO 12757-2","Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",4.4 out of 5 stars,168 ratings,https://www.amazon.com/-/zh/dp/B08FVGT88G/ref=sr_1_16?dib=eyJ2IjoiMSJ9.b7X32bu5W22kxujoieXOrQ8NfOEvQDzNh2hjGGZDj6TJ1H3AOSANvObgmwdDbNtrw0rDyl0FBBcdfjee-GSXVrKQ69whnauf2O3n7jDLV1jKKjwE_1NpVeVaBYlo_upVxcd9UMpn5W61kE-byqPzhFLOl1wQwam0OeKgudj19miCZkyoHGQSvlhq56ja-axpc7-nH7sMb9G1_39DLA9x4JKGLOEwmQR6Vvwmk5hmGZI.nqph-1Fn6Cl3TUed86zwF_Y0usvBR53JwbIxEWkyr_E&dib_tag=se&qid=1719037827&sr=8-16&srs=24229290011
Brother HL-L5100DN Business Laser Printer with Networking and Duplex Printing,$413.10 ,,"Sold as 1 Each. Fast, high-quality printing at up to 42 ppm. Built-in networking. Cost-efficient output. Flexible paper handling.","Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel   The Nordic Swan Ecolabel   The Nordic Swan Ecolabel",4.3 out of 5 stars,331 ratings,https://www.amazon.com/-/zh/dp/B01C96CJV0/ref=sr_1_17?dib=eyJ2IjoiMSJ9.FWyMHjIas-Ej3E_T5J0JL_ysJaN5x7NfmDOz07BJR5vLrvEYWwV9OztOMyWTsBnET3X234ovebBuuf76VuRv5cq9fp-vn4SIhYtXhlk9UFScmWn4aaEJ-gY7_x3qJswOCRam-XJenqcVkfe-iyc2n0N_wjNIGo-qaSI0yhkcqDRdzHz__RAx6ETCKgpcX93inN1EYJfQ4ux2gXlPVwAhO9kR3djDI6ynJLHtC6I0Gy4.mSKzudEh8o9vZ_nDOSCF2rt7IuNR4ZzELn6lTp6UsJo&dib_tag=se&qid=1719038224&sr=8-17&srs=24229290011
"Leitz 2-Ring 2-Inch Premium A4 Sized European Black Marbled Binder, Black (R50)",$15.00 ,,"300 Sheet Capacity Fits A4 Paper - 8.27"" x 11.7"" Ring Spacing - 8cm Adhesive label included on binder spine Lever Arch open 50% wider for more comfortable filing","Forestry practices
Made with materials from well-managed forests, recycled materials, and/or other controlled wood sources.
As certified by
The Forest Stewardship Council   Blue Angel",4.6 out of 5 stars,385 ratings,https://www.amazon.com/-/zh/dp/B000KHTACC/ref=sr_1_18?dib=eyJ2IjoiMSJ9.FWyMHjIas-Ej3E_T5J0JL_ysJaN5x7NfmDOz07BJR5vLrvEYWwV9OztOMyWTsBnET3X234ovebBuuf76VuRv5cq9fp-vn4SIhYtXhlk9UFScmWn4aaEJ-gY7_x3qJswOCRam-XJenqcVkfe-iyc2n0N_wjNIGo-qaSI0yhkcqDRdzHz__RAx6ETCKgpcX93inN1EYJfQ4ux2gXlPVwAhO9kR3djDI6ynJLHtC6I0Gy4.mSKzudEh8o9vZ_nDOSCF2rt7IuNR4ZzELn6lTp6UsJo&dib_tag=se&qid=1719038224&sr=8-18&srs=24229290011
"Exacompta - Ref 316014D - Office Drawer Adjustable Insert - 298 x 246 x 36mm in Size, Fully Adjustable Width, Suitable for Organising Small Accessories - Black",$16.96 ,,298x246x36 mm in size Designed to be placed between the monitor and keyboard as the cables can pass underneath it Drawer insert has an adjustable width between 246 and 396mm Made from recycled fruit juice bottles,"Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",4.3 out of 5 stars,42 ratings,https://www.amazon.com/-/zh/dp/B01AUX2SGA/ref=sr_1_19?dib=eyJ2IjoiMSJ9.FWyMHjIas-Ej3E_T5J0JL_ysJaN5x7NfmDOz07BJR5vLrvEYWwV9OztOMyWTsBnET3X234ovebBuuf76VuRv5cq9fp-vn4SIhYtXhlk9UFScmWn4aaEJ-gY7_x3qJswOCRam-XJenqcVkfe-iyc2n0N_wjNIGo-qaSI0yhkcqDRdzHz__RAx6ETCKgpcX93inN1EYJfQ4ux2gXlPVwAhO9kR3djDI6ynJLHtC6I0Gy4.mSKzudEh8o9vZ_nDOSCF2rt7IuNR4ZzELn6lTp6UsJo&dib_tag=se&qid=1719038224&sr=8-19&srs=24229290011
"HAN Karma 17248-13 Desk Quiver with 4 Compartments, Environmentally Friendly, Made from 80-100% Recycled Material, Pen Holder, Eco-Black",$8.75 ,,"With the stylish quiver from the Karma series in premium quality, order prevails on the desk . For the HAN KARMA program, post consumer materials (already used plastic products) are processed . The 4 different height compartments offer plenty of space for pens, brushes and many other utensils. Whether for the Office or Home Office The quiver is insensitive, stable and durable Package Content:1 x HAN 17248-13, Desk Quiver KARMA. Recycled 5 compartment quiver Original Han branded product. Design protected. Made in Germany. External dimensions (WxDxH): 111x111x105 mm. Without contents. Colour: eco-black. Made in Germany: Han is one of the leading German brand manufacturers of organisational solutions for office and home and has been producing for over 65 years, partly still by hand, at its headquarters in Germany.","Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",5.0 out of 5 stars,1 rating,https://www.amazon.com/-/zh/dp/B09644Z2FB/ref=sr_1_20?dib=eyJ2IjoiMSJ9.FWyMHjIas-Ej3E_T5J0JL_ysJaN5x7NfmDOz07BJR5vLrvEYWwV9OztOMyWTsBnET3X234ovebBuuf76VuRv5cq9fp-vn4SIhYtXhlk9UFScmWn4aaEJ-gY7_x3qJswOCRam-XJenqcVkfe-iyc2n0N_wjNIGo-qaSI0yhkcqDRdzHz__RAx6ETCKgpcX93inN1EYJfQ4ux2gXlPVwAhO9kR3djDI6ynJLHtC6I0Gy4.mSKzudEh8o9vZ_nDOSCF2rt7IuNR4ZzELn6lTp6UsJo&dib_tag=se&qid=1719038224&sr=8-20&srs=24229290011
"Schneider Line-Up Fineliner, 0.4 mm Fiber Tip, Light Green Barrel, Assorted Ink Colors, Pack of 4 Pens (191094)",$7.69 ,,"The four-piece pack includes one (1) fineliner each of: Sapphire-Black, Romantic-Red, Lapis-Blue, and Blackforest-Green. Approximately 0.4 mm ultra fine point delivers smooth, vibrant, high-precision writing Ergonomic shape with a triangular barrel and rubberized surface promotes relaxed writing without hand fatigue Cap-off ink does not dry up, even if the cap is removed for 2-3 days (except neon colors) The first fineliner made of 88% bio-based plastics. Produced CO2 Neutral and made in Germany.","Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",4.6 out of 5 stars,484 ratings,https://www.amazon.com/-/zh/dp/B01DLEOVUQ/ref=sr_1_21?dib=eyJ2IjoiMSJ9.FWyMHjIas-Ej3E_T5J0JL_ysJaN5x7NfmDOz07BJR5vLrvEYWwV9OztOMyWTsBnET3X234ovebBuuf76VuRv5cq9fp-vn4SIhYtXhlk9UFScmWn4aaEJ-gY7_x3qJswOCRam-XJenqcVkfe-iyc2n0N_wjNIGo-qaSI0yhkcqDRdzHz__RAx6ETCKgpcX93inN1EYJfQ4ux2gXlPVwAhO9kR3djDI6ynJLHtC6I0Gy4.mSKzudEh8o9vZ_nDOSCF2rt7IuNR4ZzELn6lTp6UsJo&dib_tag=se&qid=1719038224&sr=8-21&srs=24229290011
"Leitz 2-Ring 3-Inch Premium Linen Textured A5 Sized European Binder, Black (1075)",$17.00 ,,"575 sheet capacity Fits A5 paper - 5.8"" x 8.3"" Ring Spacing - 8cm Adhesive label included on binder spine Lever arch open 50% wider for more comfortable filing","Forestry practices
Made with materials from well-managed forests, recycled materials, and/or other controlled wood sources.
As certified by
The Forest Stewardship Council   Blue Angel",4.1 out of 5 stars,81 ratings,https://www.amazon.com/-/zh/dp/B0007OEIW0/ref=sr_1_22?dib=eyJ2IjoiMSJ9.FWyMHjIas-Ej3E_T5J0JL_ysJaN5x7NfmDOz07BJR5vLrvEYWwV9OztOMyWTsBnET3X234ovebBuuf76VuRv5cq9fp-vn4SIhYtXhlk9UFScmWn4aaEJ-gY7_x3qJswOCRam-XJenqcVkfe-iyc2n0N_wjNIGo-qaSI0yhkcqDRdzHz__RAx6ETCKgpcX93inN1EYJfQ4ux2gXlPVwAhO9kR3djDI6ynJLHtC6I0Gy4.mSKzudEh8o9vZ_nDOSCF2rt7IuNR4ZzELn6lTp6UsJo&dib_tag=se&qid=1719038224&sr=8-22&srs=24229290011
100% Recycled Sticky Notes Yellow 50 x 40 mm Blue Angel Certified 100 Sheets per Pad 12 Pads Packed in Recycled Box,$5.18 ,,"Pastel Yellow Dimensions: 50 x 40 mm Blue Angel seal, paper quality: 65 g/mÂ², 100 % recycled International products have separate terms, are sold from abroad and may differ from local products, including fit, age ratings, and language of product, labeling or instructions.","Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",4.3 out of 5 stars,36 ratings,https://www.amazon.com/-/zh/dp/B07BFMNG36/ref=sr_1_23?dib=eyJ2IjoiMSJ9.FWyMHjIas-Ej3E_T5J0JL_ysJaN5x7NfmDOz07BJR5vLrvEYWwV9OztOMyWTsBnET3X234ovebBuuf76VuRv5cq9fp-vn4SIhYtXhlk9UFScmWn4aaEJ-gY7_x3qJswOCRam-XJenqcVkfe-iyc2n0N_wjNIGo-qaSI0yhkcqDRdzHz__RAx6ETCKgpcX93inN1EYJfQ4ux2gXlPVwAhO9kR3djDI6ynJLHtC6I0Gy4.mSKzudEh8o9vZ_nDOSCF2rt7IuNR4ZzELn6lTp6UsJo&dib_tag=se&qid=1719038224&sr=8-23&srs=24229290011
"Schneider Job Highlighter Pastel, Chisel Tip, 1 + 5 mm, Black Barrel, Assorted Ink Colors, Pack of 6 Highlighters: Turquoise, Mint, Vanilla, Peach, Lavender, Light Pink (115097)",$7.50 ,,"Soothing, fade and light-resistant ink in six trendy pastel colors; includes reusable wallet with one each of: Turquoise, Mint, Vanilla, Peach Lavender and Light Pink Chisel tip for line widths approximately 1 mm and 5 mm Barrel shape allows for larger ink capacity and won't roll off the edge of a desk Anti-evaporation polypropylene barrel guaranteed to keep the highlighter fresh for 2 years Smart highlighter for brilliant results; works on standard, copy and fax papers. Awarded the if and Red Dot design awards. Made in Germany","Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",4.2 out of 5 stars,"8,934 ratings",https://www.amazon.com/-/zh/dp/B07VS5GQCP/ref=sr_1_24?dib=eyJ2IjoiMSJ9.FWyMHjIas-Ej3E_T5J0JL_ysJaN5x7NfmDOz07BJR5vLrvEYWwV9OztOMyWTsBnET3X234ovebBuuf76VuRv5cq9fp-vn4SIhYtXhlk9UFScmWn4aaEJ-gY7_x3qJswOCRam-XJenqcVkfe-iyc2n0N_wjNIGo-qaSI0yhkcqDRdzHz__RAx6ETCKgpcX93inN1EYJfQ4ux2gXlPVwAhO9kR3djDI6ynJLHtC6I0Gy4.mSKzudEh8o9vZ_nDOSCF2rt7IuNR4ZzELn6lTp6UsJo&dib_tag=se&qid=1719038224&sr=8-24&srs=24229290011
Cherry Keyboard STREAM [DE] black,$43.40 ,,"High-quality cable keyboard with number pad: flat, reliable and whisper-quiet - awarded the ""Blue Angel"" eco-label and the GS seal ""Tested Safety"" Faster typing and creating more: CHERRY SX scissor technology ensures a precise pressure point and an optimal writing experience. Perfect for frequent writers 3 red status LEDs (CAPS LOCK, NUM and SCROLL button), 2 practical fold-out feet and abrasion-resistant buttons: even after a long time, the lettering is still easy to read NON-SLIP & STURDY Total 8 rubber feet as well as a built-in metal plate give the flat keyboard stability and prevent anything from sliding 10 additional keys for office and multimedia applications: open browser, email program, next track, lock PC, play/pause, calculator and much more","Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",4.5 out of 5 stars,"1,877 ratings",https://www.amazon.com/-/zh/dp/B07Y425Y2H/ref=sr_1_25?dib=eyJ2IjoiMSJ9.FWyMHjIas-Ej3E_T5J0JL_ysJaN5x7NfmDOz07BJR5vLrvEYWwV9OztOMyWTsBnET3X234ovebBuuf76VuRv5cq9fp-vn4SIhYtXhlk9UFScmWn4aaEJ-gY7_x3qJswOCRam-XJenqcVkfe-iyc2n0N_wjNIGo-qaSI0yhkcqDRdzHz__RAx6ETCKgpcX93inN1EYJfQ4ux2gXlPVwAhO9kR3djDI6ynJLHtC6I0Gy4.mSKzudEh8o9vZ_nDOSCF2rt7IuNR4ZzELn6lTp6UsJo&dib_tag=se&qid=1719038224&sr=8-25&srs=24229290011
"Kyocera ECOSYS M2040dn Monochrome Multifunctional Laser Printer (Print/Copy/Scan), 42ppm, Up to Fine 1200 dpi, Duplex, Mobile Print, 5 Line LCD Screen w/Hard Key Panel, Gigabit Ethernet, USB, 512 MB",$610.00 ,"16.2""D x 18.7""W x 17.2""H","SPEED: Kyocera ECOSYSY monochrome laser printer delivers black and white business output up to 42 pages per minute VERSATILE: Print, Scan, Copy RESOLUTION: Up To Fine 1200 dpi CAPACITY: Standard 350 Sheets, Maximum: 850 Sheets CONTROL PANEL: 5 Line LCD with Hard Key Control Panel TIME TO FIRST PRINT: 6.4 Seconds Black and White","Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",4.3 out of 5 stars,190 ratings,https://www.amazon.com/-/zh/dp/B01N8OM3CX/ref=sr_1_26?dib=eyJ2IjoiMSJ9.FWyMHjIas-Ej3E_T5J0JL_ysJaN5x7NfmDOz07BJR5vLrvEYWwV9OztOMyWTsBnET3X234ovebBuuf76VuRv5cq9fp-vn4SIhYtXhlk9UFScmWn4aaEJ-gY7_x3qJswOCRam-XJenqcVkfe-iyc2n0N_wjNIGo-qaSI0yhkcqDRdzHz__RAx6ETCKgpcX93inN1EYJfQ4ux2gXlPVwAhO9kR3djDI6ynJLHtC6I0Gy4.mSKzudEh8o9vZ_nDOSCF2rt7IuNR4ZzELn6lTp6UsJo&dib_tag=se&qid=1719038224&sr=8-26&srs=24229290011
"Cherry WhisperKey Economy Keyboard, Black - 104 keys - JK-0800EU-2",$16.82 ,,Color- black USB interface US 104 + 4 Key layout Whisper quiet keys Abrasion resistant Key labeling,"Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",4.5 out of 5 stars,620 ratings,https://www.amazon.com/-/zh/dp/B00KF5UQPY/ref=sr_1_27?dib=eyJ2IjoiMSJ9.FWyMHjIas-Ej3E_T5J0JL_ysJaN5x7NfmDOz07BJR5vLrvEYWwV9OztOMyWTsBnET3X234ovebBuuf76VuRv5cq9fp-vn4SIhYtXhlk9UFScmWn4aaEJ-gY7_x3qJswOCRam-XJenqcVkfe-iyc2n0N_wjNIGo-qaSI0yhkcqDRdzHz__RAx6ETCKgpcX93inN1EYJfQ4ux2gXlPVwAhO9kR3djDI6ynJLHtC6I0Gy4.mSKzudEh8o9vZ_nDOSCF2rt7IuNR4ZzELn6lTp6UsJo&dib_tag=se&qid=1719038224&sr=8-27&srs=24229290011
Schneider Job 150 Highlighters - Assorted Colours (Wallet of 6),$14.00 ,,"Chisel Tip Water-Based Ink for Normal, Copy and Fax Paper Refillable with Refill Station Maxx 661 Package Dimensions : 1.5L x 16.0W x 15.0H (Centimetres)","Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",4.6 out of 5 stars,454 ratings,https://www.amazon.com/-/zh/dp/B001B8KIRK/ref=sr_1_28?dib=eyJ2IjoiMSJ9.FWyMHjIas-Ej3E_T5J0JL_ysJaN5x7NfmDOz07BJR5vLrvEYWwV9OztOMyWTsBnET3X234ovebBuuf76VuRv5cq9fp-vn4SIhYtXhlk9UFScmWn4aaEJ-gY7_x3qJswOCRam-XJenqcVkfe-iyc2n0N_wjNIGo-qaSI0yhkcqDRdzHz__RAx6ETCKgpcX93inN1EYJfQ4ux2gXlPVwAhO9kR3djDI6ynJLHtC6I0Gy4.mSKzudEh8o9vZ_nDOSCF2rt7IuNR4ZzELn6lTp6UsJo&dib_tag=se&qid=1719038224&sr=8-28&srs=24229290011
"Melitta Size 102 Aroma Zones Filterbags, Pack of 80",$9.99 ,,Balanced Filter Coffee Taste Aroma Zones allowing for the perfect release of flavours Natural paper (unbleached) Paper sourced from responsible source Melitta Coffee experts since 1908,"Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",4.6 out of 5 stars,"1,306 ratings",https://www.amazon.com/-/zh/dp/B0007VJMM4/ref=sr_1_29?dib=eyJ2IjoiMSJ9.FWyMHjIas-Ej3E_T5J0JL_ysJaN5x7NfmDOz07BJR5vLrvEYWwV9OztOMyWTsBnET3X234ovebBuuf76VuRv5cq9fp-vn4SIhYtXhlk9UFScmWn4aaEJ-gY7_x3qJswOCRam-XJenqcVkfe-iyc2n0N_wjNIGo-qaSI0yhkcqDRdzHz__RAx6ETCKgpcX93inN1EYJfQ4ux2gXlPVwAhO9kR3djDI6ynJLHtC6I0Gy4.mSKzudEh8o9vZ_nDOSCF2rt7IuNR4ZzELn6lTp6UsJo&dib_tag=se&qid=1719038224&sr=8-29&srs=24229290011
"HP Color LaserJet Pro Multifunction M479fdw Wireless Laser Printer with One-Year, Next-Business Day, Onsite Warranty (W1A80A), White","$1,179.00 ",,"BUILT TO KEEP YOUR BUSINESS MOVING FORWARD â€?Print, scan, copy and fax consistently high-quality documents with the HP Color LaserJet Pro Multifunction M479fdw, a wireless printer designed to let you focus on growing your business.Operating temperature range : 10 to 32.5Â°C HP WOLF PRO SECURITY â€?Protect company data and safeguard against cyberattacks with protection built into the printer hardware, firmware and OS AUTOMATE COMPLICATED WORKFLOWS - Help save time by automating all the steps in a complicated workflow, and apply your saved settings at a touch of a button via the customizable touchscreen control panel PRINT WITH OR WITHOUT A NETWORK â€?Use built-in Wi-Fi Direct to connect your smartphone directly to your wireless laser printer for easy mobile printing, even without a local network connection SPEED THROUGH TASKS â€?Stay productive with single-pass, 2-sided scanning, 50-sheet auto document feeder, 250-sheet input tray, and print speeds of up to 28 pages per minute from this laser printer ENHANCED ENERGY EFFICIENCY â€?Designed with the environment in mind, the HP Color LaserJet Pro MFP M479fdw saves up to 18% energy over prior products, with technologies that help reduce paper waste TONER CARTRIDGES YOU CAN TRUST â€?Avoid reprints, wasted supplies, and service calls by using Original HP 414A/414X toner cartridges designed for your multifunction color laser printer","Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel   EPEAT",3.8 out of 5 stars,"4,203 ratings",https://www.amazon.com/-/zh/dp/B07RQB5WJW/ref=sr_1_30?dib=eyJ2IjoiMSJ9.FWyMHjIas-Ej3E_T5J0JL_ysJaN5x7NfmDOz07BJR5vLrvEYWwV9OztOMyWTsBnET3X234ovebBuuf76VuRv5cq9fp-vn4SIhYtXhlk9UFScmWn4aaEJ-gY7_x3qJswOCRam-XJenqcVkfe-iyc2n0N_wjNIGo-qaSI0yhkcqDRdzHz__RAx6ETCKgpcX93inN1EYJfQ4ux2gXlPVwAhO9kR3djDI6ynJLHtC6I0Gy4.mSKzudEh8o9vZ_nDOSCF2rt7IuNR4ZzELn6lTp6UsJo&dib_tag=se&qid=1719038224&sr=8-30&srs=24229290011
